Шифра,Назив,Подручје рада,Школа - МБ,Школа - Назив,Школа - Место,Школа - Општина,Школа - Округ,Укупно места,Трајање,Језик,Тип профила,Специјализован,Спортски,Мин. бодова 1K,Преостало места 1K
SUKGSC4K04S,Хотелијерско - ресторатерски техничар,"Трговина, угоститељство и туризам",07151250,"Трговинско-угоститељска школа ""Тоза Драговић""",Крагујевац,Крагујевац,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,55.45,19
SULASA3K07S,Конобар,"Трговина, угоститељство и туризам",06952461,Средња школа,Лапово (Варошица),Лапово,Шумадијски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,42.26,8
SULASA3K08S,Кувар,"Трговина, угоститељство и туризам",06952461,Средња школа,Лапово (Варошица),Лапово,Шумадијски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,49.23,8
SURAMA4R03S,Општи тип,Гимназија,07113579,"Средња школа ""Ђура Јакшић""",Рача,Рача,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,59.51,21
SURAMA3A31S,Оператер у прехрамбеној индустрији,"Пољопривреда, производња и прерада хране",07113579,"Средња школа ""Ђура Јакшић""",Рача,Рача,Шумадијски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,40.02,21
SUTOMA4R01S,Друштвено - језички смер,Гимназија,07123604,"Средња школа ""Краљ Петар I""",Топола (Варошица),Топола,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,54.83,16
SUTOMA4R03S,Општи тип,Гимназија,07123604,"Средња школа ""Краљ Петар I""",Топола (Варошица),Топола,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,64.57,19
SUTOMA4A07S,Ветеринарски техничар,"Пољопривреда, производња и прерада хране",07123604,"Средња школа ""Краљ Петар I""",Топола (Варошица),Топола,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,56.61,19
SUTOMA4A03S,Пољопривредни техничар,"Пољопривреда, производња и прерада хране",07123604,"Средња школа ""Краљ Петар I""",Топола (Варошица),Топола,Шумадијски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.29,24
,Правно - пословни техничар,"Економија, право и администрација",07026757,"Школа за ученике оштећеног вида ""Вељко Рамадановић""",Београд (Земун),Земун,Град Београд,6,4,Српски,Редовнo,НЕ,НЕ,,6
,Техничар поштанског саобраћаја и телекомуникационих услуга,Саобраћај,07026757,"Школа за ученике оштећеног вида ""Вељко Рамадановић""",Београд (Земун),Земун,Град Београд,6,4,Српски,Редовнo,НЕ,НЕ,,6
,Техничар графичке дораде,"Хемија, неметали и графичарство",07002114,"Школа за оштећене слухом-наглуве ""Стефан Дечански""",Београд (Савски Венац),Савски венац,Град Београд,6,4,Српски,Редовнo,НЕ,НЕ,,6
ZBKUGA4R03S,Општи тип,Гимназија,08005168,"Основна и средња школа са домом ученика ""Петро Кузмјак"""" ",Руски Крстур,Кула,Западнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52.71,17
ZBKUGA4R03U,Општи тип,Гимназија,08005168,"Основна и средња школа са домом ученика ""Петро Кузмјак"""" ",Руски Крстур,Кула,Западнобачки управни округ,30,4,Русински,Редовнo,НЕ,НЕ,59.96,23
ZBKUGA4K16S,Туристички техничар,"Трговина, угоститељство и туризам",08005168,"Основна и средња школа са домом ученика ""Петро Кузмјак"""" ",Руски Крстур,Кула,Западнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.25,15
JBNSGA4R04F,Природно - математички смер - француски језик,Гимназија,08066892,Гимназија Јован Јовановић Змај,Нови Сад,Нови Сад,Јужнобачки управни округ,15,4,Српско-Француски,Редовнo,ДА,НЕ,95.64,1
JBNSGA4R04N,Природно - математички смер - немачки језик,Гимназија,08066892,Гимназија Јован Јовановић Змај,Нови Сад,Нови Сад,Јужнобачки управни округ,15,4,Српско-Немачки,Редовнo,ДА,НЕ,108.41,9
JBNSGA4R04R,Природно - математички смер - руски језик,Гимназија,08066892,Гимназија Јован Јовановић Змај,Нови Сад,Нови Сад,Јужнобачки управни округ,15,4,Српско-Руски,Редовнo,ДА,НЕ,98.14,8
