Шифра,Назив,Подручје рада,Школа - МБ,Школа - Назив,Школа - Место,Школа - Општина,Школа - Округ,Укупно места,Трајање,Језик,Тип профила,Специјализован,Спортски,Мин. бодова 1K,Преостало места 1K
JNBCMA4R03S,Општи тип,Гимназија,08228965,Белоцркванска гимназија и економска школа,Бела Црква,Бела Црква,Јужнобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,67.49,10
JNBCMA4L01S,Економски техничар,"Економија, право и администрација",08228965,Белоцркванска гимназија и економска школа,Бела Црква,Бела Црква,Јужнобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,64.41,13
JNBCSB3D22S,Бравар - заваривач,Машинство и обрада метала,08115133,"Техничка школа ""Сава Мунћан""",Бела Црква,Бела Црква,Јужнобанатски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,46.92,7
JNBCSB3P13S,Фризер,Остала делатност личних услуга,08115133,"Техничка школа ""Сава Мунћан""",Бела Црква,Бела Црква,Јужнобанатски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,49.29,6
JNBCSB3K06S,Трговац,"Трговина, угоститељство и туризам",08115133,"Техничка школа ""Сава Мунћан""",Бела Црква,Бела Црква,Јужнобанатски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,46.43,19
JNVRGA4R39S,Ученици са посебним способностима за спорт,Гимназија,08060967,"Гимназија ""Борислав Петров Браца""",Вршац,Вршац,Јужнобанатски управни округ,20,4,Српски,Редовнo,НЕ,ДА,64.73,4
JNVRGA4R03P,Општи тип,Гимназија,08060967,"Гимназија ""Борислав Петров Браца""",Вршац,Вршац,Јужнобанатски управни округ,30,4,Румунски,Редовнo,НЕ,НЕ,63.16,12
JNVRSB3A31S,Оператер у прехрамбеној индустрији,"Пољопривреда, производња и прерада хране",08044627,"Пољопривредна школа ""Вршац""",Вршац,Вршац,Јужнобанатски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,44.76,3
JNVRSB4A03S,Пољопривредни техничар,"Пољопривреда, производња и прерада хране",08044627,"Пољопривредна школа ""Вршац""",Вршац,Вршац,Јужнобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,53.37,17
JNVRSB4A10S,Прехрамбени техничар,"Пољопривреда, производња и прерада хране",08044627,"Пољопривредна школа ""Вршац""",Вршац,Вршац,Јужнобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.56,17
JNVRSB3A15S,Руковалац - механичар пољопривредне технике,"Пољопривреда, производња и прерада хране",08044627,"Пољопривредна школа ""Вршац""",Вршац,Вршац,Јужнобанатски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,47.12,4
JNVRSB3K07S,Конобар,"Трговина, угоститељство и туризам",08044627,"Пољопривредна школа ""Вршац""",Вршац,Вршац,Јужнобанатски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,37.23,3
JNVRSC4F35S,Техничар за хемијску и фармацеутску технологију,"Хемија, неметали и графичарство",08114811,Хемијско-медицинска школа ,Вршац,Вршац,Јужнобанатски управни округ,60,4,Српски,Редовнo,НЕ,НЕ,51.98,12
JNVRSD3D36S,Механичар грејне и расхладне технике,Машинство и обрада метала,08114803,"Школски центар ""Никола Тесла""",Вршац,Вршац,Јужнобанатски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,33.39,7
JNKVGA4R03L,Општи тип,Гимназија,08029253,"Гимназија ""Михајло Пупин""",Ковачица,Ковачица,Јужнобанатски управни округ,30,4,Словачки,Редовнo,НЕ,НЕ,54.33,16
JNKVGA4R03S,Општи тип,Гимназија,08029253,"Гимназија ""Михајло Пупин""",Ковачица,Ковачица,Јужнобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.33,13
JNKOMA4R03S,Општи тип,Гимназија,08215731,"Гимназија и средња стручна школа ""Бранко Радичевић"" ",Ковин,Ковин,Јужнобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,60.42,17
JNKOMA4L01S,Економски техничар,"Економија, право и администрација",08215731,"Гимназија и средња стручна школа ""Бранко Радичевић"" ",Ковин,Ковин,Јужнобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52.03,12
JNKOSB3D22S,Бравар - заваривач,Машинство и обрада метала,08215740,"Средња стручна школа ""Васа Пелагић""",Ковин,Ковин,Јужнобанатски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,34.41,16
JNKOSB3A15S,Руковалац - механичар пољопривредне технике,"Пољопривреда, производња и прерада хране",08215740,"Средња стручна школа ""Васа Пелагић""",Ковин,Ковин,Јужнобанатски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,34.08,13
JNKOSB3K07S,Конобар,"Трговина, угоститељство и туризам",08215740,"Средња стручна школа ""Васа Пелагић""",Ковин,Ковин,Јужнобанатски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,46.18,7
JNKOSB4K16S,Туристички техничар,"Трговина, угоститељство и туризам",08215740,"Средња стручна школа ""Васа Пелагић""",Ковин,Ковин,Јужнобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,53.64,20
JNPAGA4R04S,Природно - математички смер,Гимназија,08006431,"Гимназија ""Урош Предић""",Панчево,Панчево,Јужнобанатски управни округ,120,4,Српски,Редовнo,НЕ,НЕ,66.6,37
JNPAGA4R31S,Ученици са посебним способностима за рачунарство и информатику,Гимназија,08006431,"Гимназија ""Урош Предић""",Панчево,Панчево,Јужнобанатски управни округ,20,4,Српски,Редовнo,ДА,НЕ,207.02,1
JNPASB3K07S,Конобар,"Трговина, угоститељство и туризам",08028567,"Економско-трговинска школа ""Паја Маргановић""",Панчево,Панчево,Јужнобанатски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,42.53,4
JNPASB3K06S,Трговац,"Трговина, угоститељство и туризам",08028567,"Економско-трговинска школа ""Паја Маргановић""",Панчево,Панчево,Јужнобанатски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,40.95,13
JNPASF3E50S,Сервисер термичких и расхладних уређаја,Електротехника,08006415,"Електротехничка школа ""Никола Тесла""",Панчево,Панчево,Јужнобанатски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,42.88,6
JNPASE4E26S,Техничар мехатронике,Електротехника,08158789,"Машинска школа ""Панчево""",Панчево,Панчево,Јужнобанатски управни округ,60,4,Српски,Редовнo,НЕ,НЕ,52.3,16
JNPASE3D22S,Бравар - заваривач,Машинство и обрада метала,08158789,"Машинска школа ""Панчево""",Панчево,Панчево,Јужнобанатски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,34.22,4
JNPASE4D06S,Машински техничар за компјутерско конструисање,Машинство и обрада метала,08158789,"Машинска школа ""Панчево""",Панчево,Панчево,Јужнобанатски управни округ,60,4,Српски,Редовнo,НЕ,НЕ,51.99,25
JNPASE3D50S,Оператер машинске обраде резањем,Машинство и обрада метала,08158789,"Машинска школа ""Панчево""",Панчево,Панчево,Јужнобанатски управни округ,30,3,Српски,Редовнo,НЕ,НЕ,44.96,19
JNPASE4D83S,Техничар за компјутерско управљање (CNC) машина,Машинство и обрада метала,08158789,"Машинска школа ""Панчево""",Панчево,Панчево,Јужнобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.17,1
JNPASD4A03S,Пољопривредни техничар,"Пољопривреда, производња и прерада хране",08054088,"Пољопривредна школа ""Јосиф Панчић""",Панчево,Панчево,Јужнобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.1,16
JNPASD3A15S,Руковалац - механичар пољопривредне технике,"Пољопривреда, производња и прерада хране",08054088,"Пољопривредна школа ""Јосиф Панчић""",Панчево,Панчево,Јужнобанатски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,40.34,4
JNPASD4A04S,Техничар пољопривредне технике,"Пољопривреда, производња и прерада хране",08054088,"Пољопривредна школа ""Јосиф Панчић""",Панчево,Панчево,Јужнобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,68.5,29
JNPASG3A28S,Месар,"Пољопривреда, производња и прерада хране",08028575,"Техничка школа ""23. мај""",Панчево,Панчево,Јужнобанатски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,50.71,13
JNPASG3A23S,Пекар,"Пољопривреда, производња и прерада хране",08028575,"Техничка школа ""23. мај""",Панчево,Панчево,Јужнобанатски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,43.2,2
JNPASG4A10S,Прехрамбени техничар,"Пољопривреда, производња и прерада хране",08028575,"Техничка школа ""23. мај""",Панчево,Панчево,Јужнобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.13,10
JNPASG4F42S,Техничар за прераду нафте и гаса,"Хемија, неметали и графичарство",08028575,"Техничка школа ""23. мај""",Панчево,Панчево,Јужнобанатски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.66,1
JBBASA3A23S,Пекар,"Пољопривреда, производња и прерада хране",08610711,Пољопривредна школа,Бач,Бач,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,44.81,14
JBBASA4A03S,Пољопривредни техничар,"Пољопривреда, производња и прерада хране",08610711,Пољопривредна школа,Бач,Бач,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,58.7,12
JBBASA3A15S,Руковалац - механичар пољопривредне технике,"Пољопривреда, производња и прерада хране",08610711,Пољопривредна школа,Бач,Бач,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,41.42,7
JBPAGA4R01S,Друштвено - језички смер,Гимназија,08062358,"Гимназија ""20. октобар""",Бачка Паланка,Бачка Паланка,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,56.11,10
JBPASB4L16S,Финансијско - рачуноводствени техничар,"Економија, право и администрација",08062331,"Средња стручна школа ""Др Радивој Увалић""",Бачка Паланка,Бачка Паланка,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.82,11
JBPASB3K06S,Трговац,"Трговина, угоститељство и туризам",08062331,"Средња стручна школа ""Др Радивој Увалић""",Бачка Паланка,Бачка Паланка,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,45.36,5
JBPASC4E27S,Техничар мултимедија,Електротехника,08062366,"Техничка школа ""9. мај""",Бачка Паланка,Бачка Паланка,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.64,3
JBPEGA4R03L,Општи тип,Гимназија,08054134,"Гимназија ""Јан Колар"" са домом ученика",Бачки Петровац,Бачки Петровац,Јужнобачки управни округ,30,4,Словачки,Редовнo,НЕ,НЕ,68.16,3
JBPEGA4E41L,Електротехничар информационих технологија,Електротехника,08054134,"Гимназија ""Јан Колар"" са домом ученика",Бачки Петровац,Бачки Петровац,Јужнобачки управни округ,30,4,Словачки,Редовнo,НЕ,НЕ,53.27,12
JBPEGA3K08L,Кувар,"Трговина, угоститељство и туризам",08054134,"Гимназија ""Јан Колар"" са домом ученика",Бачки Петровац,Бачки Петровац,Јужнобачки управни округ,30,3,Словачки,Редовнo,НЕ,НЕ,42.45,10
JBBEGA4R01S,Друштвено - језички смер,Гимназија,08204381,Гимназија,Бечеј,Бечеј,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,58.46,9
JBBEGA4R03M,Општи тип,Гимназија,08204381,Гимназија,Бечеј,Бечеј,Јужнобачки управни округ,30,4,Мађарски,Редовнo,НЕ,НЕ,70.33,16
JBBEGA4R04S,Природно - математички смер,Гимназија,08204381,Гимназија,Бечеј,Бечеј,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,67.32,10
JBBESB4L13S,Комерцијалиста,"Економија, право и администрација",08114099,Економско-трговинска школа,Бечеј,Бечеј,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.13,14
JBBESB4L16S,Финансијско - рачуноводствени техничар,"Економија, право и администрација",08114099,Економско-трговинска школа,Бечеј,Бечеј,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,55.64,1
JBBESB4L16M,Финансијско - рачуноводствени техничар,"Економија, право и администрација",08114099,Економско-трговинска школа,Бечеј,Бечеј,Јужнобачки управни округ,30,4,Мађарски,Редовнo,НЕ,НЕ,55.1,15
JBBESB3K13M,Посластичар,"Трговина, угоститељство и туризам",08114099,Економско-трговинска школа,Бечеј,Бечеј,Јужнобачки управни округ,15,3,Мађарски,Редовнo,НЕ,НЕ,36.41,4
JBBESB3K06M,Трговац,"Трговина, угоститељство и туризам",08114099,Економско-трговинска школа,Бечеј,Бечеј,Јужнобачки управни округ,15,3,Мађарски,Редовнo,НЕ,НЕ,46.67,9
JBBESB3K06S,Трговац,"Трговина, угоститељство и туризам",08114099,Економско-трговинска школа,Бечеј,Бечеј,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,39.79,9
JBBESB4K16S,Туристички техничар,"Трговина, угоститељство и туризам",08114099,Економско-трговинска школа,Бечеј,Бечеј,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.88,6
JBBESC4E41M,Електротехничар информационих технологија,Електротехника,08069760,Техничка школа ,Бечеј,Бечеј,Јужнобачки управни округ,30,4,Мађарски,Редовнo,НЕ,НЕ,56.43,10
JBBESC3D22M,Бравар - заваривач,Машинство и обрада метала,08069760,Техничка школа ,Бечеј,Бечеј,Јужнобачки управни округ,15,3,Мађарски,Редовнo,НЕ,НЕ,40.83,11
JBBESC3D50M,Оператер машинске обраде резањем,Машинство и обрада метала,08069760,Техничка школа ,Бечеј,Бечеј,Јужнобачки управни округ,15,3,Мађарски,Редовнo,НЕ,НЕ,54.44,7
JBBESC4D83S,Техничар за компјутерско управљање (CNC) машина,Машинство и обрада метала,08069760,Техничка школа ,Бечеј,Бечеј,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.9,5
JBBESC3P13M,Фризер,Остала делатност личних услуга,08069760,Техничка школа ,Бечеј,Бечеј,Јужнобачки управни округ,30,3,Мађарски,Редовнo,НЕ,НЕ,41.72,24
JBBESC3I11S,Возач моторних возила,Саобраћај,08069760,Техничка школа ,Бечеј,Бечеј,Јужнобачки управни округ,30,3,Српски,Редовнo,НЕ,НЕ,41.32,2
JBVRSB4D06S,Машински техничар за компјутерско конструисање,Машинство и обрада метала,08118841,"Средња стручна школа ""4. јули""",Врбас,Врбас,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,56.07,9
JBVRSB3A28S,Месар,"Пољопривреда, производња и прерада хране",08118841,"Средња стручна школа ""4. јули""",Врбас,Врбас,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,,12
JBVRSB3A23S,Пекар,"Пољопривреда, производња и прерада хране",08118841,"Средња стручна школа ""4. јули""",Врбас,Врбас,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,57.28,5
JBVRSB4A10S,Прехрамбени техничар,"Пољопривреда, производња и прерада хране",08118841,"Средња стручна школа ""4. јули""",Врбас,Врбас,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.83,23
JBVRSB3I11S,Возач моторних возила,Саобраћај,08118841,"Средња стручна школа ""4. јули""",Врбас,Врбас,Јужнобачки управни округ,60,3,Српски,Редовнo,НЕ,НЕ,41.09,10
JBVRSB4F35S,Техничар за хемијску и фармацеутску технологију,"Хемија, неметали и графичарство",08118841,"Средња стручна школа ""4. јули""",Врбас,Врбас,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.11,12
JBZAMA4R03S,Општи тип,Гимназија,08112983,"Средња школа ""22. октобар""",Жабаљ,Жабаљ,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,63.46,15
JBZAMA4L16S,Финансијско - рачуноводствени техничар,"Економија, право и администрација",08112983,"Средња школа ""22. октобар""",Жабаљ,Жабаљ,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,59.77,1
JBZAMA3D22S,Бравар - заваривач,Машинство и обрада метала,08112983,"Средња школа ""22. октобар""",Жабаљ,Жабаљ,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,42.52,7
JBZAMA4D06S,Машински техничар за компјутерско конструисање,Машинство и обрада метала,08112983,"Средња школа ""22. октобар""",Жабаљ,Жабаљ,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.43,7
JBZAMA3D82S,Механичар моторних возила,Машинство и обрада метала,08112983,"Средња школа ""22. октобар""",Жабаљ,Жабаљ,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,45.29,2
JBZAMA3K08S,Кувар,"Трговина, угоститељство и туризам",08112983,"Средња школа ""22. октобар""",Жабаљ,Жабаљ,Јужнобачки управни округ,30,3,Српски,Редовнo,НЕ,НЕ,40.62,17
JBZAMA4K16S,Туристички техничар,"Трговина, угоститељство и туризам",08112983,"Средња школа ""22. октобар""",Жабаљ,Жабаљ,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.51,21
JBNSGB4R03M,Општи тип,Гимназија,08066914,"Гимназија ""Светозар Марковић""",Нови Сад,Нови Сад,Јужнобачки управни округ,30,4,Мађарски,Редовнo,НЕ,НЕ,59.2,11
JBNSGD4R38S,Ученици са посебним способностима за сценску и аудио - визуелну уметност,Гимназија,08685240,"Гимназија ""Лаза Костић""",Нови Сад,Нови Сад,Јужнобачки управни округ,20,4,Српски,Редовнo,ДА,НЕ,196.41,1
JBNSSI3E18S,Електромонтер мрежа и постројења,Електротехника,08043361,"Електротехничка школа ""Михајло Пупин""",Нови Сад,Нови Сад,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,49.61,6
JBNSSI4E08M,Електротехничар рачунара,Електротехника,08043361,"Електротехничка школа ""Михајло Пупин""",Нови Сад,Нови Сад,Јужнобачки управни округ,30,4,Мађарски,Редовнo,НЕ,НЕ,55.45,21
JBNSSI3E20S,Монтер телекомуникационих мрежа,Електротехника,08043361,"Електротехничка школа ""Михајло Пупин""",Нови Сад,Нови Сад,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,43.46,3
JBNSSF4O13L,Медицинска сестра - техничар,Здравство и социјална заштита,08066868,"Медицинска школа ""7. април"" ",Нови Сад,Нови Сад,Јужнобачки управни округ,30,4,Словачки,Редовнo,НЕ,НЕ,59.76,2
JBNSSF4O13M,Медицинска сестра - техничар,Здравство и социјална заштита,08066868,"Медицинска школа ""7. април"" ",Нови Сад,Нови Сад,Јужнобачки управни округ,30,4,Мађарски,Редовнo,НЕ,НЕ,56.99,12
JBNSSG4A01S,Зоотехничар,"Пољопривреда, производња и прерада хране",08042080,"Пољопривредна школа са домом ученика ""Футог""",Футог,Нови Сад,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52.83,16
JBNSSG4A03S,Пољопривредни техничар,"Пољопривреда, производња и прерада хране",08042080,"Пољопривредна школа са домом ученика ""Футог""",Футог,Нови Сад,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,53.36,11
JBNSSG4A03M,Пољопривредни техничар,"Пољопривреда, производња и прерада хране",08042080,"Пољопривредна школа са домом ученика ""Футог""",Футог,Нови Сад,Јужнобачки управни округ,30,4,Мађарски,Редовнo,НЕ,НЕ,57.42,29
JBNSSG3A15S,Руковалац - механичар пољопривредне технике,"Пољопривреда, производња и прерада хране",08042080,"Пољопривредна школа са домом ученика ""Футог""",Футог,Нови Сад,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,44.55,8
JBNSSG4A04S,Техничар пољопривредне технике,"Пољопривреда, производња и прерада хране",08042080,"Пољопривредна школа са домом ученика ""Футог""",Футог,Нови Сад,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.07,23
JBNSSG4A05S,Техничар хортикултуре,"Пољопривреда, производња и прерада хране",08042080,"Пољопривредна школа са домом ученика ""Футог""",Футог,Нови Сад,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,51.84,20
JBNSSG3A19S,Цвећар - вртлар,"Пољопривреда, производња и прерада хране",08042080,"Пољопривредна школа са домом ученика ""Футог""",Футог,Нови Сад,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,43.94,5
JBNSSM4I02S,Саобраћајно - транспортни техничар,Саобраћај,08158142,"Саобраћајна школа ""Пинки""",Нови Сад,Нови Сад,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.9,7
JBNSSM4I05S,Транспортни комерцијалиста,Саобраћај,08158142,"Саобраћајна школа ""Пинки""",Нови Сад,Нови Сад,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.82,12
JBNSSM4I10S,Техничар унутрашњег транспорта,Саобраћај,08158142,"Саобраћајна школа ""Пинки""",Нови Сад,Нови Сад,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,52.57,5
JBNSSH3D22S,Бравар - заваривач,Машинство и обрада метала,08117861,Средња машинска школа,Нови Сад,Нови Сад,Јужнобачки управни округ,45,3,Српски,Редовнo,НЕ,НЕ,43.56,12
JBNSSH3D23S,Индустријски механичар,Машинство и обрада метала,08117861,Средња машинска школа,Нови Сад,Нови Сад,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,52.88,14
JBNSSH3D25S,"Инсталатер водовода, грејања и клима уређаја",Машинство и обрада метала,08117861,Средња машинска школа,Нови Сад,Нови Сад,Јужнобачки управни округ,30,3,Српски,Редовнo,НЕ,НЕ,43.75,9
JBNSSH3D50S,Оператер машинске обраде резањем,Машинство и обрада метала,08117861,Средња машинска школа,Нови Сад,Нови Сад,Јужнобачки управни округ,30,3,Српски,Редовнo,НЕ,НЕ,42.49,23
JBNSSE3K06S,Трговац,"Трговина, угоститељство и туризам",08114641,"Средња школа ""Светозар Милетић""",Нови Сад,Нови Сад,Јужнобачки управни округ,30,3,Српски,Редовнo,НЕ,НЕ,43.38,6
JBNSSL3H35S,Оператер основних грађевинских радова,Геодезија и грађевинарство,08043370,"Техничка школа ""Милева Марић-Ајнштајн""",Нови Сад,Нови Сад,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,48.86,13
JBNSSL3H19S,Руковалац грађевинском механизацијом,Геодезија и грађевинарство,08043370,"Техничка школа ""Милева Марић-Ајнштајн""",Нови Сад,Нови Сад,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,39.86,7
JBNSSL3G30S,Галантериста коже,Текстилство и кожарство,08043370,"Техничка школа ""Милева Марић-Ајнштајн""",Нови Сад,Нови Сад,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,60.15,13
JBNSSL3G17S,Модни кројач,Текстилство и кожарство,08043370,"Техничка школа ""Милева Марић-Ајнштајн""",Нови Сад,Нови Сад,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,47.77,5
JBNSSL3B16S,Столар,Шумарство и обрада дрвета,08043370,"Техничка школа ""Милева Марић-Ајнштајн""",Нови Сад,Нови Сад,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,46.43,8
JBNSSL3B17S,Тапетар - декоратер,Шумарство и обрада дрвета,08043370,"Техничка школа ""Милева Марић-Ајнштајн""",Нови Сад,Нови Сад,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,59.84,5
JBNSSL4B02S,Шумарски техничар,Шумарство и обрада дрвета,08043370,"Техничка школа ""Милева Марић-Ајнштајн""",Нови Сад,Нови Сад,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.36,4
JBNSSK3P03S,Педикир - маникир,Остала делатност личних услуга,08066973,"Техничка школа ""Павле Савић""",Нови Сад,Нови Сад,Јужнобачки управни округ,30,3,Српски,Редовнo,НЕ,НЕ,43.44,1
JBNSSK3A28S,Месар,"Пољопривреда, производња и прерада хране",08066973,"Техничка школа ""Павле Савић""",Нови Сад,Нови Сад,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,46.95,11
JBNSSK3A31S,Оператер у прехрамбеној индустрији,"Пољопривреда, производња и прерада хране",08066973,"Техничка школа ""Павле Савић""",Нови Сад,Нови Сад,Јужнобачки управни округ,15,3,Српски,Редовнo,НЕ,НЕ,42.21,13
JBNSSK3A23S,Пекар,"Пољопривреда, производња и прерада хране",08066973,"Техничка школа ""Павле Савић""",Нови Сад,Нови Сад,Јужнобачки управни округ,30,3,Српски,Редовнo,НЕ,НЕ,35.46,19
JBNSSK4A10S,Прехрамбени техничар,"Пољопривреда, производња и прерада хране",08066973,"Техничка школа ""Павле Савић""",Нови Сад,Нови Сад,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,53.07,2
JBNSUP4T11M,Ликовни техничар,"Култура, уметност и јавно информисање",08066957,"Школа за дизајн ""Богдан Шупут""",Нови Сад,Нови Сад,Јужнобачки управни округ,20,4,Мађарски,Редовнo,ДА,НЕ,368.12,11
JBSRGA4R03S,Општи тип,Гимназија,08013276,"Гимназија и стручна школа ""Светозар Милетић"" ",Србобран,Србобран,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,69.05,14
JBSRGA3P13S,Фризер,Остала делатност личних услуга,08013276,"Гимназија и стручна школа ""Светозар Милетић"" ",Србобран,Србобран,Јужнобачки управни округ,30,3,Српски,Редовнo,НЕ,НЕ,57.13,21
JBSRGA4K16S,Туристички техничар,"Трговина, угоститељство и туризам",08013276,"Гимназија и стручна школа ""Светозар Милетић"" ",Србобран,Србобран,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,61.94,19
JBSKGA4R37S,Ученици са посебним способностима за географију и историју,Гимназија,08066906,Карловачка гимназија,Сремски Карловци,Сремски Карловци,Јужнобачки управни округ,20,4,Српски,Редовнo,ДА,НЕ,203.45,5
JBSKGA4R10S,Ученици са посебним способностима за филолошке науке - енглески језик (језик наставе српски),Гимназија,08066906,Карловачка гимназија,Сремски Карловци,Сремски Карловци,Јужнобачки управни округ,48,4,Српски,Редовнo,ДА,НЕ,207.11,1
JBSKGA4R14S,Ученици са посебним способностима за филолошке науке - јапански језик (језик наставе српски),Гимназија,08066906,Карловачка гимназија,Сремски Карловци,Сремски Карловци,Јужнобачки управни округ,12,4,Српски,Редовнo,ДА,НЕ,201.3,3
JBSKGA4R15S,Ученици са посебним способностима за филолошке науке - кинески језик (језик наставе српски),Гимназија,08066906,Карловачка гимназија,Сремски Карловци,Сремски Карловци,Јужнобачки управни округ,12,4,Српски,Редовнo,ДА,НЕ,224.72,2
JBSKGA4R16S,Ученици са посебним способностима за филолошке науке - класични језици (језик наставе српски),Гимназија,08066906,Карловачка гимназија,Сремски Карловци,Сремски Карловци,Јужнобачки управни округ,12,4,Српски,Редовнo,ДА,НЕ,248.41,11
JBSKGA4R17S,Ученици са посебним способностима за филолошке науке - немачки  језик (језик наставе српски),Гимназија,08066906,Карловачка гимназија,Сремски Карловци,Сремски Карловци,Јужнобачки управни округ,12,4,Српски,Редовнo,ДА,НЕ,199.27,1
JBSKGA4R25S,Ученици са посебним способностима за филолошке науке - руски језик (језик наставе српски),Гимназија,08066906,Карловачка гимназија,Сремски Карловци,Сремски Карловци,Јужнобачки управни округ,12,4,Српски,Редовнo,ДА,НЕ,262.73,9
JBTESA4R03S,Општи тип,Гимназија,08071870,"Средња школа ""Лукијан Мушицки""",Темерин,Темерин,Јужнобачки управни округ,30,4,Српски,Редовнo,НЕ,НЕ,56.21,3
JBTESA4L06M,Техничар заштите од пожара,"Економија, право и администрација",08071870,"Средња школа ""Лукијан Мушицки""",Темерин,Темерин,Јужнобачки управни округ,30,4,Мађарски,Редовнo,НЕ,НЕ,58.45,23
